,EE_afrr_up_activ,EE_afrr_down_activ,LV_afrr_up_activ,LV_afrr_down_activ,LT_afrr_up_activ,LT_afrr_down_activ,EE_afrr_up_min_bid,EE_afrr_up_max_bid,EE_afrr_down_min_bid,EE_afrr_down_max_bid,LV_afrr_up_min_bid,LV_afrr_up_max_bid,LV_afrr_down_min_bid,LV_afrr_down_max_bid,LT_afrr_up_min_bid,LT_afrr_up_max_bid,LT_afrr_down_min_bid,LT_afrr_down_max_bid,EE_afrr_up_price,EE_afrr_down_price,LV_afrr_up_price,LV_afrr_down_price,LT_afrr_up_price,LT_afrr_down_price,EE_procur_FCR_price,EE_procur_afrr_up_price,EE_procur_afrr_down_price,EE_procur_mfrr_up_price,EE_procur_mfrr_down_price,LV_procur_FCR_price,LV_procur_afrr_up_price,LV_procur_afrr_down_price,LV_procur_mfrr_up_price,LV_procur_mfrr_down_price,LT_procur_FCR_price,LT_procur_afrr_up_price,LT_procur_afrr_down_price,LT_procur_mfrr_up_price,LT_procur_mfrr_down_price,EE_procur_FCR_vol,EE_procur_afrr_up_vol,EE_procur_afrr_down_vol,EE_procur_mfrr_up_vol,EE_procur_mfrr_down_vol,LV_procur_FCR_vol,LV_procur_afrr_up_vol,LV_procur_afrr_down_vol,LV_procur_mfrr_up_vol,LV_procur_mfrr_down_vol,LT_procur_FCR_vol,LT_procur_afrr_up_vol,LT_procur_afrr_down_vol,LT_procur_mfrr_up_vol,LT_procur_mfrr_down_vol,EE_imb_MW,LV_imb_MW,LT_imb_MW,EE_mfrr_SA_up_activ,EE_mfrr_SA_down_activ,LV_mfrr_SA_up_activ,LV_mfrr_SA_down_activ,LT_mfrr_SA_up_activ,LT_mfrr_SA_down_activ,EE_mfrr_SA_up_min_bid,EE_mfrr_SA_up_max_bid,EE_mfrr_SA_down_min_bid,EE_mfrr_SA_down_max_bid,LV_mfrr_SA_up_min_bid,LV_mfrr_SA_up_max_bid,LV_mfrr_SA_down_min_bid,LV_mfrr_SA_down_max_bid,LT_mfrr_SA_up_min_bid,LT_mfrr_SA_up_max_bid,LT_mfrr_SA_down_min_bid,LT_mfrr_SA_down_max_bid,EE_mfrr_SA_up_vol,EE_mfrr_SA_down_vol,LV_mfrr_SA_up_vol,LV_mfrr_SA_down_vol,LT_mfrr_SA_up_vol,LT_mfrr_SA_down_vol,EE_up_sa_cbmp,EE_up_da_cbmp,EE_down_sa_cbmp,EE_down_da_cbmp,LV_up_sa_cbmp,LV_up_da_cbmp,LV_down_sa_cbmp,LV_down_da_cbmp,LT_up_sa_cbmp,LT_up_da_cbmp,LT_down_sa_cbmp,LT_down_da_cbmp,EE_dsb,LV_dsb,LT_dsb,10YLT-1001A0008Q_DA_eurmwh
2025-02-27 12:00:00,0.0,3.75,,,0.0,0.0,400.0,927.0,20.0,20.0,179.2,179.2,60.44,63.62,0.0,900.0,-300.0,105.0,0.0,20.0,,,,,51.39,,,8.09,18.0,51.39,,,8.09,18.0,51.39,,,8.09,2.84,0.0,,,184.0,31.0,29.0,,,55.0,55.0,0.0,,,492.0,440.0,18.056,-0.975,-21.568,0.0,0.25,0.0,10.5,0.0,0.0,165.21,736.05,-89.0,140.0,140.05,140.05,60.44,63.62,0.0,489.5,0.0,101.14,19.0,108.0,55.0,90.0,721.0,525.0,60.44,0.0,60.44,0.0,60.44,,60.44,,,,,,-1.0,1.0,-1.0,190.0
2025-02-27 12:15:00,0.0,3.736,,,0.0,0.0,400.0,927.0,20.0,20.0,179.2,179.2,60.44,63.62,0.0,900.0,-300.0,105.0,0.0,20.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.506,0.267,-9.15,0.0,0.25,0.0,13.25,0.0,0.0,165.21,736.05,13.4,140.0,140.05,140.05,60.44,63.62,0.0,489.5,0.0,101.14,19.0,104.0,55.0,90.0,721.0,525.0,60.44,0.0,60.44,0.0,60.44,,60.44,,,,,,-1.0,-1.0,-1.0,190.0
2025-02-27 12:30:00,0.0,3.483,,,2.5,0.0,400.0,927.0,20.0,20.0,179.2,179.2,60.44,63.62,0.0,900.0,-300.0,105.0,0.0,20.0,,,900.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.495,-3.268,-10.793,0.0,0.0,0.0,1.75,0.0,0.0,165.21,736.05,13.4,140.0,140.05,140.05,60.44,63.62,0.0,489.5,0.0,101.14,19.0,105.0,55.0,90.0,721.0,525.0,60.44,0.0,60.44,0.0,60.44,140.05,60.44,140.05,,,,,-1.0,1.0,-1.0,190.0
2025-02-27 12:45:00,0.0,3.75,,,2.5,0.0,400.0,927.0,20.0,20.0,179.2,179.2,60.44,63.62,0.0,900.0,-300.0,105.0,0.0,20.0,,,900.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.303,-7.787,-16.518,0.0,0.0,0.0,5.0,0.0,0.0,165.21,736.05,13.4,140.0,140.05,285.99,60.44,63.62,0.0,489.5,0.0,101.14,19.0,105.0,145.0,90.0,721.0,525.0,,0.0,,0.0,60.44,,60.44,,,,,,-1.0,1.0,-1.0,190.0
2025-02-27 13:00:00,0.0,3.75,,,2.5,0.0,400.0,927.0,20.0,20.0,179.2,285.99,60.44,63.62,0.0,900.0,-300.0,105.0,0.0,20.0,,,900.0,0.0,51.39,,,8.09,18.0,51.39,,,8.09,18.0,51.39,,,8.09,2.84,0.0,,,184.0,31.0,29.0,,,55.0,55.0,0.0,,,492.0,440.0,25.993,-13.438,-37.595,0.0,0.5,0.0,13.25,0.0,0.0,165.58,736.05,13.43,127.2,140.05,285.99,60.44,63.62,0.0,489.5,0.0,101.14,38.0,105.0,90.0,84.0,721.0,525.0,60.44,0.0,60.44,0.0,60.44,,60.44,,,,,,-1.0,-1.0,-1.0,177.2
2025-02-27 13:15:00,0.0,1.25,,,0.42,1.18,400.0,927.0,20.0,20.0,179.2,285.99,60.44,63.62,0.0,900.0,-300.0,105.0,0.0,20.0,,,900.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.88,-11.428,-38.008,0.0,0.0,0.0,0.0,40.0,0.0,165.58,736.05,13.43,127.2,140.05,285.99,60.44,63.62,0.0,489.5,0.0,101.14,38.0,105.0,90.0,84.0,721.0,525.0,247.0,0.0,247.0,0.0,247.0,,247.0,,247.0,,247.0,,-1.0,1.0,-1.0,177.2
2025-02-27 13:30:00,0.0,1.25,,,1.68,0.18,400.0,927.0,20.0,20.0,179.2,285.99,60.44,63.62,0.0,900.0,-300.0,105.0,0.0,20.0,,,900.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.307,-11.364,-46.135,8.25,0.0,22.5,0.0,0.0,0.0,165.58,736.05,13.43,127.0,140.05,285.99,60.44,63.62,0.0,489.5,0.0,101.14,38.0,104.0,90.0,84.0,721.0,525.0,285.99,0.0,285.99,0.0,285.99,,285.99,,285.99,,285.99,,-1.0,1.0,-1.0,177.2
2025-02-27 13:45:00,0.193,1.05,,,0.15,1.45,400.0,927.0,20.0,20.0,179.2,285.99,60.44,63.62,0.0,900.0,-300.0,105.0,400.67,20.0,,,900.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.73,-12.037,-38.885,9.5,0.0,22.5,0.0,0.0,0.0,165.58,736.05,13.43,127.0,140.05,285.99,60.44,63.62,0.0,489.5,0.0,101.14,38.0,104.0,90.0,84.0,721.0,525.0,736.05,0.0,736.05,0.0,736.05,,736.05,,736.05,,736.05,,-1.0,1.0,-1.0,177.2
2025-02-27 14:00:00,0.14,1.026,,,0.0,12.6,400.0,927.0,20.0,20.0,179.2,285.99,60.44,63.62,0.0,900.0,-300.0,105.0,400.0,19.99,,,0.0,-300.0,51.39,,,8.09,18.0,51.39,,,8.09,18.0,51.39,,,8.09,2.08,0.0,,,184.0,31.0,29.0,,,55.0,55.0,0.0,,,492.0,440.0,16.891,-2.983,-20.778,0.0,0.0,0.0,0.0,40.0,0.0,165.21,736.05,13.4,139.0,140.05,285.99,60.44,63.62,0.0,489.5,0.0,101.14,18.0,39.0,90.0,93.0,720.0,525.0,247.0,0.0,247.0,0.0,247.0,,247.0,,247.0,,247.0,,-1.0,1.0,-1.0,189.99
2025-02-27 14:15:00,0.0,1.233,,,0.0,7.18,400.0,927.0,20.0,20.0,179.2,285.99,60.44,63.62,0.0,900.0,-300.0,105.0,0.0,20.01,,,900.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.938,-11.503,-34.13,4.25,0.0,22.5,0.0,0.0,0.0,165.21,736.05,13.4,139.0,140.05,285.99,60.44,63.62,0.0,489.5,0.0,101.14,18.0,39.0,90.0,93.0,720.0,525.0,736.05,0.0,736.05,0.0,736.05,,736.05,,736.05,,736.05,,-1.0,1.0,-1.0,189.99
2025-02-27 14:30:00,0.0,2.35,,,0.62,1.85,400.0,927.0,20.0,20.0,179.2,285.99,60.44,63.62,0.0,900.0,-300.0,105.0,0.0,20.0,,,900.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.375,-9.502,-25.928,4.0,0.0,20.25,0.0,0.0,0.0,165.21,736.05,13.4,139.0,140.05,285.99,60.44,63.62,0.0,489.5,0.0,101.14,18.0,104.0,90.0,93.0,720.0,525.0,285.99,0.0,285.99,0.0,285.99,,285.99,,285.99,,285.99,,-1.0,1.0,-1.0,189.99
2025-02-27 14:45:00,0.674,0.284,,,2.48,0.0,400.0,927.0,20.0,20.0,179.2,285.99,60.44,63.62,0.0,900.0,-300.0,105.0,400.27,20.04,,,900.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.518,-9.441,-47.948,0.0,0.0,11.5,0.0,0.0,0.0,165.21,736.05,13.4,139.99,140.05,285.99,60.44,63.62,0.0,489.5,0.0,101.14,18.0,105.0,90.0,93.0,720.0,525.0,140.05,0.0,140.05,0.0,140.05,,140.05,,140.05,,140.05,,-1.0,1.0,-1.0,189.99
2025-02-27 15:00:00,1.076,0.132,,,2.2,0.0,400.0,927.0,20.0,20.0,179.2,285.99,60.44,63.62,0.0,900.0,-300.0,105.0,399.83,20.0,,,,,51.39,,,8.24,18.0,51.39,,,8.24,18.0,51.39,,,8.24,2.08,0.0,,,184.0,31.0,29.0,,,55.0,55.0,0.0,,,492.0,440.0,12.446,-8.859,-43.508,3.25,0.0,13.75,0.0,0.0,0.0,165.21,736.05,13.4,149.98,140.05,285.99,60.44,63.62,0.0,489.5,0.0,101.14,18.0,40.0,90.0,93.0,720.0,525.0,165.21,0.0,165.21,0.0,165.21,,165.21,,165.21,,165.21,,-1.0,1.0,-1.0,199.98
2025-02-27 15:15:00,0.0,1.386,,,0.0,7.18,400.0,927.0,20.0,20.0,179.2,285.99,60.44,63.62,0.0,900.0,-300.0,105.0,0.0,19.99,,,0.0,-250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.926,-12.084,-32.215,3.5,0.0,20.25,0.0,0.0,0.0,165.21,736.05,13.4,149.98,140.05,285.99,60.44,63.62,0.0,489.5,0.0,101.14,18.0,40.0,90.0,93.0,720.0,525.0,285.99,0.0,285.99,0.0,285.99,,285.99,,285.99,,285.99,,-1.0,1.0,-1.0,199.98
2025-02-27 15:30:00,1.003,0.579,,,1.75,0.02,400.0,927.0,20.0,20.0,179.2,285.99,60.44,63.62,0.0,900.0,-300.0,105.0,624.9,20.0,,,900.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.364,-13.221,-22.905,3.75,0.0,16.0,0.0,0.0,0.0,165.21,736.05,13.4,149.98,140.05,285.99,60.44,63.62,0.0,489.5,0.0,101.14,18.0,105.0,90.0,93.0,720.0,525.0,285.99,0.0,285.99,0.0,285.99,,285.99,,,,,,-1.0,1.0,-1.0,199.98
2025-02-27 15:45:00,0.5,0.0,,,0.82,0.5,400.0,927.0,20.0,20.0,179.2,285.99,60.44,63.62,0.0,900.0,-300.0,105.0,927.0,0.0,,,900.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.673,-14.617,-19.413,3.25,0.0,18.0,0.0,0.0,0.0,165.21,743.21,13.4,149.98,140.05,285.99,60.44,63.62,0.0,489.5,0.0,101.14,18.0,105.0,180.0,93.0,720.0,525.0,285.99,0.0,285.99,0.0,285.99,,285.99,,,,,,-1.0,1.0,-1.0,199.98
2025-02-27 16:00:00,0.139,3.788,,,0.15,1.32,400.0,927.0,20.0,20.0,179.2,285.99,60.44,63.62,0.0,900.0,-300.0,105.0,922.01,20.0,,,900.0,105.0,51.39,,,9.32,18.0,51.39,,,9.32,18.0,51.39,,,9.32,2.08,0.0,,,184.0,31.0,29.0,,,55.0,55.0,0.0,,,492.0,440.0,15.269,-7.859,-22.953,4.5,0.0,22.5,0.0,0.0,0.0,165.21,743.21,13.4,143.3,140.05,285.99,60.44,63.62,0.0,489.5,0.0,101.14,18.0,40.0,90.0,84.0,720.0,525.0,743.21,0.0,743.21,0.0,743.21,,743.21,,,,,,-1.0,1.0,-1.0,193.3
2025-02-27 16:15:00,0.0,6.249,,,2.28,0.0,400.0,927.0,20.0,20.0,179.2,285.99,60.44,63.62,0.0,900.0,-300.0,105.0,0.0,20.0,,,900.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.964,-6.048,-23.33,1.25,0.0,13.75,0.0,0.0,0.0,165.21,743.21,13.4,143.3,140.05,285.99,60.44,63.62,0.0,489.5,0.0,101.14,18.0,40.0,90.0,84.0,720.0,525.0,165.21,0.0,165.21,0.0,165.21,,165.21,,,,,,-1.0,1.0,-1.0,193.3
2025-02-27 16:30:00,0.0,5.525,,,0.57,0.42,927.0,927.0,-237.0,20.0,179.2,285.99,60.44,63.62,0.0,900.0,-300.0,105.0,0.0,-86.16,,,900.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.368,-5.648,-19.52,2.5,0.0,16.0,0.0,0.0,0.0,165.21,743.21,13.4,143.3,140.05,285.99,60.44,63.62,0.0,489.5,0.0,101.14,17.0,105.0,90.0,84.0,720.0,525.0,285.99,0.0,285.99,0.0,285.99,,285.99,,,,,,-1.0,1.0,-1.0,193.3
2025-02-27 16:45:00,0.178,0.329,,,0.0,3.02,927.0,927.0,20.0,20.0,179.2,285.99,60.44,63.62,0.0,900.0,-300.0,105.0,925.84,20.0,,,0.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.698,-4.527,-16.755,3.75,0.0,16.0,0.0,0.0,0.0,165.21,743.21,13.4,143.3,140.05,285.99,60.44,63.62,0.0,489.5,0.0,101.14,17.0,105.0,90.0,84.0,720.0,525.0,285.99,0.0,285.99,0.0,285.99,,285.99,,,,,,-1.0,1.0,-1.0,193.3
2025-02-27 17:00:00,0.427,0.693,,,0.0,11.78,400.0,927.0,-237.0,20.0,179.2,179.2,60.44,63.62,0.0,900.0,-300.0,105.0,399.7,-85.51,,,0.0,-300.0,51.39,,,18.26,18.0,51.39,,,18.26,18.0,51.39,,,18.26,18.0,0.0,,,184.0,9.0,29.0,,,55.0,55.0,0.0,,,492.0,440.0,14.606,2.263,-7.8,0.0,0.25,13.25,0.0,0.0,0.0,165.21,743.21,13.4,143.64,140.05,140.05,60.44,63.62,0.0,489.5,0.0,101.14,18.0,57.0,55.0,90.0,720.0,525.0,140.05,0.0,140.05,0.0,140.05,,140.05,,,,,,-1.0,1.0,-1.0,193.64
2025-02-27 17:15:00,0.004,0.999,,,0.0,3.38,400.0,927.0,20.0,20.0,179.2,179.2,60.44,63.62,0.0,900.0,-300.0,105.0,445.0,20.0,,,0.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.962,4.299,-8.425,0.0,0.25,6.0,0.0,0.0,0.0,165.21,743.21,13.4,143.64,140.05,140.05,60.44,63.62,0.0,489.5,0.0,101.14,18.0,57.0,55.0,90.0,720.0,525.0,140.05,0.0,140.05,0.0,140.05,,140.05,,,,,,-1.0,1.0,-1.0,193.64
2025-02-27 17:30:00,1.411,0.137,,,2.12,0.02,400.0,927.0,-237.0,20.0,179.2,179.2,60.44,63.62,0.0,900.0,-300.0,105.0,696.75,19.93,,,900.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.821,-1.077,-10.278,0.0,0.0,0.0,0.0,0.0,4.5,165.21,743.21,13.4,40.0,140.05,140.05,60.44,63.62,0.0,489.5,0.0,101.14,18.0,103.0,55.0,90.0,720.0,525.0,101.14,0.0,101.14,0.0,101.14,,101.14,,,,,,-1.0,1.0,-1.0,193.64
2025-02-27 17:45:00,1.5,0.0,,,2.33,0.0,400.0,927.0,-237.0,20.0,179.2,179.2,60.44,63.62,0.0,900.0,-300.0,105.0,927.0,0.0,,,900.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.083,-3.789,-12.158,0.0,0.0,2.25,0.0,0.0,0.0,165.21,743.21,13.4,40.0,140.05,285.99,60.44,63.62,0.0,489.5,0.0,101.14,18.0,103.0,145.0,90.0,720.0,525.0,140.05,0.0,140.05,0.0,140.05,,140.05,,,,,,-1.0,1.0,-1.0,193.64
2025-02-27 18:00:00,0.429,0.34,,,0.05,3.38,400.0,927.0,-237.0,20.0,179.2,179.2,60.44,63.62,0.0,900.0,-300.0,105.0,842.14,20.0,,,750.0,105.0,51.39,,,25.44,18.0,51.39,,,25.44,18.0,51.39,,,25.44,18.0,0.0,,,184.0,9.0,29.0,,,55.0,55.0,0.0,,,492.0,440.0,8.969,0.24,-8.1,0.0,0.25,9.0,0.0,0.0,0.0,165.21,743.21,13.4,233.05,140.05,285.99,60.44,63.62,0.0,489.5,0.0,101.14,18.0,104.0,73.0,81.0,720.0,525.0,140.05,0.0,140.05,0.0,140.05,,140.05,,,,,,-1.0,1.0,-1.0,283.05
2025-02-27 18:15:00,0.0,1.693,,,0.08,1.15,400.0,927.0,-237.0,20.0,179.2,179.2,60.44,63.62,0.0,900.0,-300.0,105.0,0.0,20.01,,,0.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.33,-2.971,-12.385,0.0,0.25,12.5,0.0,0.0,0.0,165.21,743.21,13.4,233.05,140.05,285.99,60.44,63.62,0.0,489.5,0.0,101.14,18.0,104.0,73.0,81.0,720.0,525.0,140.05,0.0,140.05,0.0,140.05,,140.05,,,,,,-1.0,1.0,-1.0,283.05
2025-02-27 18:30:00,0.0,2.883,,,0.0,1.88,400.0,400.0,-237.0,20.0,179.2,179.2,60.44,63.62,0.0,900.0,-300.0,105.0,0.0,-10.11,,,0.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.628,-3.323,-10.523,0.0,0.25,11.0,0.0,0.0,0.0,165.21,743.21,13.4,233.05,140.05,285.99,60.44,63.62,0.0,489.5,0.0,101.14,18.0,104.0,73.0,81.0,720.0,525.0,140.05,0.0,140.05,0.0,140.05,,140.05,,,,,,-1.0,1.0,-1.0,283.05
2025-02-27 18:45:00,0.0,2.75,,,0.0,3.02,400.0,400.0,-237.0,20.0,179.2,179.2,60.44,63.62,0.0,900.0,-300.0,105.0,0.0,-237.0,,,0.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.183,-2.029,-9.46,1.5,0.25,13.75,0.0,0.0,0.0,165.21,743.21,-89.0,233.05,140.05,285.99,60.44,63.62,0.0,489.5,0.0,101.14,18.0,108.0,73.0,81.0,720.0,525.0,165.21,0.0,165.21,0.0,165.21,,165.21,,,,,,-1.0,1.0,-1.0,283.05
2025-02-27 19:00:00,0.94,0.334,,,2.15,0.15,400.0,400.0,-237.0,20.0,179.2,285.99,60.44,63.62,0.0,900.0,-300.0,105.0,400.0,-102.22,,,900.0,105.0,51.39,,,22.68,18.0,51.39,,,22.68,18.0,51.39,,,22.68,18.0,0.0,,,184.0,9.0,29.0,,,55.0,55.0,0.0,,,492.0,440.0,4.884,-2.939,-12.92,0.0,0.25,0.0,0.0,0.0,2.75,165.21,743.21,-89.0,143.68,140.05,285.99,60.44,63.62,0.0,489.5,0.0,101.14,18.0,108.0,72.0,75.0,720.0,525.0,101.14,0.0,101.14,0.0,101.14,,101.14,,101.14,,101.14,,-1.0,1.0,-1.0,193.68
2025-02-27 19:15:00,1.482,0.0,,,1.5,0.15,400.0,927.0,-237.0,20.0,179.2,285.99,60.44,63.62,0.0,900.0,-300.0,105.0,897.9,0.0,,,900.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.15,-3.074,-15.703,0.0,0.25,0.5,0.0,0.0,0.0,165.21,743.21,13.4,143.68,140.05,285.99,60.44,63.62,0.0,489.5,0.0,101.14,18.0,104.0,72.0,75.0,720.0,525.0,140.05,285.99,140.05,0.0,140.05,285.99,140.05,285.99,140.05,,140.05,,-1.0,1.0,-1.0,193.68
2025-02-27 19:30:00,0.159,1.322,,,0.0,4.47,400.0,400.0,-237.0,20.0,179.2,285.99,60.44,63.62,0.0,900.0,-300.0,105.0,399.75,15.25,,,0.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.248,-4.027,-2.438,0.0,0.0,4.25,0.0,0.0,0.0,165.21,743.21,13.4,40.0,140.05,285.99,60.44,63.62,0.0,489.5,0.0,101.14,18.0,103.0,72.0,75.0,720.0,525.0,140.05,285.99,140.05,0.0,140.05,,140.05,,140.05,,140.05,,-1.0,1.0,-1.0,193.68
2025-02-27 19:45:00,0.0,2.742,,,0.0,9.93,400.0,927.0,-237.0,20.0,179.2,285.99,60.44,63.62,0.0,900.0,-300.0,105.0,0.0,-230.88,,,0.0,-250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.38,-1.159,-4.668,0.0,0.0,11.75,0.0,0.0,0.0,165.21,743.21,13.4,40.0,140.05,285.99,60.44,63.62,0.0,489.5,0.0,101.14,18.0,103.0,72.0,165.0,720.0,525.0,140.05,0.0,140.05,0.0,140.05,,140.05,,140.05,,140.05,,-1.0,1.0,-1.0,193.68
2025-02-27 20:00:00,0.0,1.5,,,1.65,1.25,400.0,400.0,-237.0,20.0,179.2,179.2,60.44,63.62,0.0,900.0,-300.0,105.0,0.0,-237.0,,,900.0,105.0,51.39,,,18.0,18.0,51.39,,,18.0,18.0,51.39,,,18.0,18.0,0.0,,,184.0,9.0,29.0,,,55.0,55.0,0.0,,,492.0,440.0,7.878,-3.019,-6.795,0.0,0.25,0.0,0.5,0.0,0.0,165.21,743.21,-9.7,139.99,140.05,285.99,60.44,63.62,0.0,489.5,0.0,101.14,18.0,40.0,73.0,90.0,720.0,525.0,60.44,0.0,60.44,0.0,60.44,,60.44,,60.44,,60.44,,-1.0,1.0,-1.0,189.99
2025-02-27 20:15:00,0.0,1.76,,,0.7,1.88,400.0,927.0,-237.0,20.0,179.2,179.2,60.44,63.62,0.0,900.0,-300.0,105.0,0.0,-85.3,,,900.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.613,-5.655,-2.903,0.0,0.25,0.0,0.5,0.0,0.0,165.21,743.21,13.4,139.99,140.05,285.99,60.44,63.62,0.0,489.5,0.0,101.14,18.0,39.0,73.0,90.0,720.0,525.0,60.44,0.0,60.44,0.0,60.44,,60.44,,60.44,,60.44,,-1.0,1.0,-1.0,189.99
2025-02-27 20:30:00,0.0,2.511,,,0.0,11.12,400.0,927.0,-237.0,20.0,179.2,179.2,60.44,63.62,0.0,900.0,-300.0,105.0,0.0,-131.36,,,0.0,-300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.441,-6.181,1.29,0.0,0.0,6.5,0.0,0.0,0.0,165.21,743.21,-9.7,40.0,140.05,285.99,60.44,63.62,0.0,489.5,0.0,101.14,18.0,104.0,73.0,90.0,720.0,525.0,140.05,0.0,140.05,0.0,140.05,,140.05,,140.05,,140.05,,-1.0,1.0,1.0,189.99
2025-02-27 20:45:00,0.02,2.311,,,0.0,10.52,400.0,927.0,-237.0,20.0,179.2,179.2,60.44,63.62,0.0,900.0,-300.0,105.0,400.0,-167.57,,,0.0,-300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.936,1.284,7.735,0.0,0.25,0.0,0.0,0.0,5.0,165.21,743.21,13.4,139.99,140.05,285.99,60.44,63.62,0.0,489.5,0.0,101.14,18.0,104.0,73.0,180.0,720.0,525.0,101.14,0.0,101.14,0.0,101.14,,101.14,,101.14,,101.14,,-1.0,-1.0,1.0,189.99
2025-02-27 21:00:00,2.565,0.0,,,0.45,1.68,400.0,927.0,20.0,20.0,179.2,285.99,60.44,63.62,0.0,900.0,-300.0,10.44,854.6,0.0,,,900.0,105.0,51.39,,,12.76,18.0,51.39,,,12.76,18.0,51.39,,,12.76,18.0,0.0,,,184.0,9.0,29.0,,,55.0,55.0,0.0,,,492.0,440.0,2.105,0.19,-1.648,0.0,0.0,0.0,0.0,0.0,1.75,165.58,743.21,13.43,40.0,140.05,285.99,60.44,63.62,0.0,489.5,0.0,101.14,36.0,103.0,90.0,93.0,720.0,525.0,101.14,0.0,101.14,0.0,101.14,,101.14,,101.14,,101.14,,-1.0,1.0,-1.0,177.2
2025-02-27 21:15:00,2.719,0.0,,,2.05,0.05,400.0,927.0,-237.0,20.0,179.2,285.99,60.44,63.62,0.0,900.0,-300.0,10.44,866.66,0.0,,,900.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.361,3.066,0.39,0.0,0.0,0.0,0.0,0.0,10.5,165.58,743.21,13.43,40.0,140.05,285.99,60.44,63.62,0.0,489.5,0.0,101.14,36.0,103.0,90.0,93.0,720.0,525.0,101.14,0.0,101.14,0.0,101.14,,101.14,,101.14,,101.14,,-1.0,1.0,1.0,177.2
2025-02-27 21:30:00,0.308,1.29,,,0.2,4.6,400.0,927.0,20.0,20.0,179.2,285.99,60.44,63.62,0.0,900.0,-300.0,10.44,420.62,20.0,,,900.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.522,7.221,6.358,0.0,0.0,0.0,0.0,0.0,7.5,165.58,743.21,13.43,40.0,140.05,285.99,60.44,63.62,0.0,489.5,0.0,101.14,36.0,103.0,90.0,93.0,720.0,525.0,101.14,0.0,101.14,0.0,101.14,,101.14,,101.14,,101.14,,-1.0,-1.0,1.0,177.2
2025-02-27 21:45:00,0.0,2.75,,,0.0,12.32,400.0,927.0,-237.0,20.0,179.2,285.99,60.44,63.62,0.0,900.0,-300.0,10.44,0.0,-237.0,,,0.0,-300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.015,4.72,12.593,0.0,0.0,0.0,0.0,0.0,5.5,165.58,743.21,13.43,40.0,140.05,285.99,60.44,63.62,0.0,489.5,0.0,101.14,36.0,103.0,90.0,183.0,720.0,525.0,101.14,0.0,101.14,0.0,101.14,,101.14,,101.14,,101.14,,-1.0,-1.0,1.0,177.2
2025-02-27 22:00:00,0.016,1.112,,,1.78,0.62,400.0,400.0,-237.0,20.0,179.2,285.99,60.44,63.62,0.0,900.0,-300.0,10.44,388.75,-101.46,,,900.0,-300.0,51.39,,,8.09,18.0,51.39,,,8.09,18.0,51.39,,,8.09,18.0,0.0,,,184.0,9.0,29.0,,,55.0,55.0,0.0,,,492.0,440.0,3.381,-0.796,-6.238,0.0,2.0,0.0,16.0,0.0,0.25,165.21,743.21,13.4,40.0,140.05,285.99,60.44,63.62,0.0,489.5,0.0,59.0,18.0,103.0,73.0,64.0,720.0,447.0,34.87,0.0,34.87,0.0,34.87,,34.87,,34.87,,34.87,,-1.0,-1.0,-1.0,211.32
